pergunta,pergunta_alimentacao,pergunta_medicamento,pergunta_controle_glicemico,resposta,resposta_alimentacao,resposta_medicamento,resposta_controle_glicemico,fonte
É seguro usar metformina durante a gravidez?,False,True,False,O uso em gravidez deve ser avaliado pelo obstetra; alguns estudos indicam que liraglutida pode ser continuado sob supervisão médica.,False,True,False,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Como a alimentação pode interferir na eficácia de liraglutida?,False,True,False,"Refeições ricas em gorduras podem atrasar a absorção de insulina glargina, reduzindo seu efeito de pico.",False,True,False,https://diabetes.org/health-wellness/medication-treatments
Qual o intervalo entre doses de sitagliptina?,False,True,False,O intervalo recomendado é de 12 horas entre as doses para manter níveis plasmáticos estáveis.,False,True,False,https://diretriz.diabetes.org.br/
Posso tomar metformina em jejum ou devo sempre ingerir com alimentos?,False,True,False,É indicado tomar insulina glargina logo após a refeição para diminuir os riscos de hipoglicemia e efeitos gastrointestinais.,False,True,False,https://www.who.int/news-room/fact-sheets/detail/diabetes
Qual a diferença entre metformina e sitagliptina no tratamento do diabetes tipo 2?,False,True,False,"metformina tem ação prolongada; sitagliptina é de curta duração, sendo usado conforme o padrão de glicemia do paciente.",False,True,False,https://pmc.ncbi.nlm.nih.gov/articles/PMC10742594/
Em que situações é indicado associar liraglutida com insulina?,False,True,False,A associação com insulina basal pode ser feita quando as metas de HbA1c não são atingidas com monoterapia.,False,True,False,https://diabetesjournals.org/care/article/47/Supplement_1/S111/153951/6-Glycemic-Goals-and-Hypoglycemia-Standards-of
Como identificar resistência ao metformina?,False,True,False,Sinais de falta de resposta incluem valores persistentes de A1c acima de 7% após 3 meses de tratamento.,False,True,False,https://diretriz.diabetes.org.br/metas-no-tratamento-do-diabetes/
Qual é a dose inicial recomendada de metformina para pacientes com diabetes tipo 2?,False,True,False,"A dose inicial geralmente é de 2000 mg/dia, ajustando até 2550 mg conforme tolerância e resposta terapêutica.",False,True,False,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/6-Glycemic-Targets-Standards-of-Medical-Care-in
Quais são os principais efeitos colaterais de liraglutida?,False,True,False,"Efeitos adversos comuns incluem náusea, diarreia e desconforto gastrointestinal, que tendem a diminuir com o tempo.",False,True,False,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Como devo ajustar a dose de liraglutida em caso de insuficiência renal?,False,True,False,"Em insuficiência renal moderada, recomenda-se reduzir a dose em até 50% e monitorar creatinina mensalmente.",False,True,False,https://diabetes.org/health-wellness/medication-treatments
É seguro usar liraglutida durante a gravidez?,False,True,False,O uso em gravidez deve ser avaliado pelo obstetra; alguns estudos indicam que glipizida pode ser continuado sob supervisão médica.,False,True,False,https://diretriz.diabetes.org.br/
Como a alimentação pode interferir na eficácia de glipizida?,False,True,False,"Refeições ricas em gorduras podem atrasar a absorção de glipizida, reduzindo seu efeito de pico.",False,True,False,https://www.who.int/news-room/fact-sheets/detail/diabetes
Qual o intervalo entre doses de metformina?,False,True,False,O intervalo recomendado é de 24 horas entre as doses para manter níveis plasmáticos estáveis.,False,True,False,https://pmc.ncbi.nlm.nih.gov/articles/PMC10742594/
Posso tomar insulina glargina em jejum ou devo sempre ingerir com alimentos?,False,True,False,É indicado tomar metformina logo após a refeição para diminuir os riscos de hipoglicemia e efeitos gastrointestinais.,False,True,False,https://diabetesjournals.org/care/article/47/Supplement_1/S111/153951/6-Glycemic-Goals-and-Hypoglycemia-Standards-of
Qual a diferença entre insulina lispro e insulina glargina no tratamento do diabetes tipo 2?,False,True,False,"insulina lispro tem ação prolongada; insulina glargina é de curta duração, sendo usado conforme o padrão de glicemia do paciente.",False,True,False,https://diretriz.diabetes.org.br/metas-no-tratamento-do-diabetes/
Em que situações é indicado associar liraglutida com insulina?,False,True,False,A associação com insulina basal pode ser feita quando as metas de HbA1c não são atingidas com monoterapia.,False,True,False,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/6-Glycemic-Targets-Standards-of-Medical-Care-in
Como identificar resistência ao metformina?,False,True,False,Sinais de falta de resposta incluem valores persistentes de A1c acima de 7% após 3 meses de tratamento.,False,True,False,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Qual é a dose inicial recomendada de insulina glargina para pacientes com diabetes tipo 2?,False,True,False,"A dose inicial geralmente é de 500 mg/dia, ajustando até 3000 mg conforme tolerância e resposta terapêutica.",False,True,False,https://diabetes.org/health-wellness/medication-treatments
Quais são os principais efeitos colaterais de liraglutida?,False,True,False,"Efeitos adversos comuns incluem náusea, diarreia e desconforto gastrointestinal, que tendem a diminuir com o tempo.",False,True,False,https://diretriz.diabetes.org.br/
Como devo ajustar a dose de glipizida em caso de insuficiência renal?,False,True,False,"Em insuficiência renal moderada, recomenda-se reduzir a dose em até 50% e monitorar creatinina mensalmente.",False,True,False,https://www.who.int/news-room/fact-sheets/detail/diabetes
É seguro usar glipizida durante a gravidez?,False,True,False,O uso em gravidez deve ser avaliado pelo obstetra; alguns estudos indicam que metformina pode ser continuado sob supervisão médica.,False,True,False,https://pmc.ncbi.nlm.nih.gov/articles/PMC10742594/
Como a alimentação pode interferir na eficácia de insulina glargina?,False,True,False,"Refeições ricas em gorduras podem atrasar a absorção de sitagliptina, reduzindo seu efeito de pico.",False,True,False,https://diabetesjournals.org/care/article/47/Supplement_1/S111/153951/6-Glycemic-Goals-and-Hypoglycemia-Standards-of
Qual o intervalo entre doses de sitagliptina?,False,True,False,O intervalo recomendado é de 12 horas entre as doses para manter níveis plasmáticos estáveis.,False,True,False,https://diretriz.diabetes.org.br/metas-no-tratamento-do-diabetes/
Posso tomar glipizida em jejum ou devo sempre ingerir com alimentos?,False,True,False,É indicado tomar liraglutida logo após a refeição para diminuir os riscos de hipoglicemia e efeitos gastrointestinais.,False,True,False,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/6-Glycemic-Targets-Standards-of-Medical-Care-in
Qual a diferença entre metformina e sitagliptina no tratamento do diabetes tipo 2?,False,True,False,"metformina tem ação prolongada; sitagliptina é de curta duração, sendo usado conforme o padrão de glicemia do paciente.",False,True,False,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Em que situações é indicado associar glipizida com insulina?,False,True,False,A associação com insulina basal pode ser feita quando as metas de HbA1c não são atingidas com monoterapia.,False,True,False,https://diabetes.org/health-wellness/medication-treatments
Como identificar resistência ao metformina?,False,True,False,Sinais de falta de resposta incluem valores persistentes de A1c acima de 7% após 3 meses de tratamento.,False,True,False,https://diretriz.diabetes.org.br/
Qual é a dose inicial recomendada de sitagliptina para pacientes com diabetes tipo 2?,False,True,False,"A dose inicial geralmente é de 850 mg/dia, ajustando até 3000 mg conforme tolerância e resposta terapêutica.",False,True,False,https://www.who.int/news-room/fact-sheets/detail/diabetes
Quais são os principais efeitos colaterais de metformina?,False,True,False,"Efeitos adversos comuns incluem náusea, diarreia e desconforto gastrointestinal, que tendem a diminuir com o tempo.",False,True,False,https://pmc.ncbi.nlm.nih.gov/articles/PMC10742594/
Como devo ajustar a dose de insulina glargina em caso de insuficiência renal?,False,True,False,"Em insuficiência renal moderada, recomenda-se reduzir a dose em até 50% e monitorar creatinina mensalmente.",False,True,False,https://diabetesjournals.org/care/article/47/Supplement_1/S111/153951/6-Glycemic-Goals-and-Hypoglycemia-Standards-of
É seguro usar sitagliptina durante a gravidez?,False,True,False,O uso em gravidez deve ser avaliado pelo obstetra; alguns estudos indicam que liraglutida pode ser continuado sob supervisão médica.,False,True,False,https://diretriz.diabetes.org.br/metas-no-tratamento-do-diabetes/
Como a alimentação pode interferir na eficácia de sitagliptina?,False,True,False,"Refeições ricas em gorduras podem atrasar a absorção de liraglutida, reduzindo seu efeito de pico.",False,True,False,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/6-Glycemic-Targets-Standards-of-Medical-Care-in
Qual o intervalo entre doses de liraglutida?,False,True,False,O intervalo recomendado é de 24 horas entre as doses para manter níveis plasmáticos estáveis.,False,True,False,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Posso tomar sitagliptina em jejum ou devo sempre ingerir com alimentos?,False,True,False,É indicado tomar sitagliptina logo após a refeição para diminuir os riscos de hipoglicemia e efeitos gastrointestinais.,False,True,False,https://diabetes.org/health-wellness/medication-treatments
Qual a diferença entre metformina e sitagliptina no tratamento do diabetes tipo 2?,False,True,False,"metformina tem ação prolongada; sitagliptina é de curta duração, sendo usado conforme o padrão de glicemia do paciente.",False,True,False,https://diretriz.diabetes.org.br/
Em que situações é indicado associar metformina com insulina?,False,True,False,A associação com insulina basal pode ser feita quando as metas de HbA1c não são atingidas com monoterapia.,False,True,False,https://www.who.int/news-room/fact-sheets/detail/diabetes
Como identificar resistência ao metformina?,False,True,False,Sinais de falta de resposta incluem valores persistentes de A1c acima de 7% após 3 meses de tratamento.,False,True,False,https://pmc.ncbi.nlm.nih.gov/articles/PMC10742594/
Qual é a dose inicial recomendada de insulina glargina para pacientes com diabetes tipo 2?,False,True,False,"A dose inicial geralmente é de 2000 mg/dia, ajustando até 3000 mg conforme tolerância e resposta terapêutica.",False,True,False,https://diabetesjournals.org/care/article/47/Supplement_1/S111/153951/6-Glycemic-Goals-and-Hypoglycemia-Standards-of
Quais são os principais efeitos colaterais de metformina?,False,True,False,"Efeitos adversos comuns incluem náusea, diarreia e desconforto gastrointestinal, que tendem a diminuir com o tempo.",False,True,False,https://diretriz.diabetes.org.br/metas-no-tratamento-do-diabetes/
Como devo ajustar a dose de liraglutida em caso de insuficiência renal?,False,True,False,"Em insuficiência renal moderada, recomenda-se reduzir a dose em até 50% e monitorar creatinina mensalmente.",False,True,False,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/6-Glycemic-Targets-Standards-of-Medical-Care-in
É seguro usar glipizida durante a gravidez?,False,True,False,O uso em gravidez deve ser avaliado pelo obstetra; alguns estudos indicam que insulina glargina pode ser continuado sob supervisão médica.,False,True,False,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Como a alimentação pode interferir na eficácia de metformina?,False,True,False,"Refeições ricas em gorduras podem atrasar a absorção de liraglutida, reduzindo seu efeito de pico.",False,True,False,https://diabetes.org/health-wellness/medication-treatments
Qual o intervalo entre doses de liraglutida?,False,True,False,O intervalo recomendado é de 12 horas entre as doses para manter níveis plasmáticos estáveis.,False,True,False,https://diretriz.diabetes.org.br/
Posso tomar glipizida em jejum ou devo sempre ingerir com alimentos?,False,True,False,É indicado tomar metformina logo após a refeição para diminuir os riscos de hipoglicemia e efeitos gastrointestinais.,False,True,False,https://www.who.int/news-room/fact-sheets/detail/diabetes
Qual a diferença entre glipizida e glimepirida no tratamento do diabetes tipo 2?,False,True,False,"glipizida tem ação prolongada; glimepirida é de curta duração, sendo usado conforme o padrão de glicemia do paciente.",False,True,False,https://pmc.ncbi.nlm.nih.gov/articles/PMC10742594/
Em que situações é indicado associar insulina glargina com insulina?,False,True,False,A associação com insulina basal pode ser feita quando as metas de HbA1c não são atingidas com monoterapia.,False,True,False,https://diabetesjournals.org/care/article/47/Supplement_1/S111/153951/6-Glycemic-Goals-and-Hypoglycemia-Standards-of
Como identificar resistência ao liraglutida?,False,True,False,Sinais de falta de resposta incluem valores persistentes de A1c acima de 7% após 3 meses de tratamento.,False,True,False,https://diretriz.diabetes.org.br/metas-no-tratamento-do-diabetes/
Qual é a dose inicial recomendada de liraglutida para pacientes com diabetes tipo 2?,False,True,False,"A dose inicial geralmente é de 1000 mg/dia, ajustando até 3000 mg conforme tolerância e resposta terapêutica.",False,True,False,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/6-Glycemic-Targets-Standards-of-Medical-Care-in
Quais são os principais efeitos colaterais de metformina?,False,True,False,"Efeitos adversos comuns incluem náusea, diarreia e desconforto gastrointestinal, que tendem a diminuir com o tempo.",False,True,False,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Como devo ajustar a dose de sitagliptina em caso de insuficiência renal?,False,True,False,"Em insuficiência renal moderada, recomenda-se reduzir a dose em até 50% e monitorar creatinina mensalmente.",False,True,False,https://diabetes.org/health-wellness/medication-treatments
É seguro usar metformina durante a gravidez?,False,True,False,O uso em gravidez deve ser avaliado pelo obstetra; alguns estudos indicam que insulina glargina pode ser continuado sob supervisão médica.,False,True,False,https://diretriz.diabetes.org.br/
Como a alimentação pode interferir na eficácia de glipizida?,False,True,False,"Refeições ricas em gorduras podem atrasar a absorção de sitagliptina, reduzindo seu efeito de pico.",False,True,False,https://www.who.int/news-room/fact-sheets/detail/diabetes
Qual o intervalo entre doses de insulina glargina?,False,True,False,O intervalo recomendado é de 12 horas entre as doses para manter níveis plasmáticos estáveis.,False,True,False,https://pmc.ncbi.nlm.nih.gov/articles/PMC10742594/
Posso tomar sitagliptina em jejum ou devo sempre ingerir com alimentos?,False,True,False,É indicado tomar liraglutida logo após a refeição para diminuir os riscos de hipoglicemia e efeitos gastrointestinais.,False,True,False,https://diabetesjournals.org/care/article/47/Supplement_1/S111/153951/6-Glycemic-Goals-and-Hypoglycemia-Standards-of
Qual a diferença entre insulina lispro e insulina glargina no tratamento do diabetes tipo 2?,False,True,False,"insulina lispro tem ação prolongada; insulina glargina é de curta duração, sendo usado conforme o padrão de glicemia do paciente.",False,True,False,https://diretriz.diabetes.org.br/metas-no-tratamento-do-diabetes/
Em que situações é indicado associar liraglutida com insulina?,False,True,False,A associação com insulina basal pode ser feita quando as metas de HbA1c não são atingidas com monoterapia.,False,True,False,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/6-Glycemic-Targets-Standards-of-Medical-Care-in
Como identificar resistência ao liraglutida?,False,True,False,Sinais de falta de resposta incluem valores persistentes de A1c acima de 7% após 3 meses de tratamento.,False,True,False,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Qual é a dose inicial recomendada de insulina glargina para pacientes com diabetes tipo 2?,False,True,False,"A dose inicial geralmente é de 500 mg/dia, ajustando até 2550 mg conforme tolerância e resposta terapêutica.",False,True,False,https://diabetes.org/health-wellness/medication-treatments
Quais são os principais efeitos colaterais de liraglutida?,False,True,False,"Efeitos adversos comuns incluem náusea, diarreia e desconforto gastrointestinal, que tendem a diminuir com o tempo.",False,True,False,https://diretriz.diabetes.org.br/
Como devo ajustar a dose de glipizida em caso de insuficiência renal?,False,True,False,"Em insuficiência renal moderada, recomenda-se reduzir a dose em até 50% e monitorar creatinina mensalmente.",False,True,False,https://www.who.int/news-room/fact-sheets/detail/diabetes
É seguro usar sitagliptina durante a gravidez?,False,True,False,O uso em gravidez deve ser avaliado pelo obstetra; alguns estudos indicam que liraglutida pode ser continuado sob supervisão médica.,False,True,False,https://pmc.ncbi.nlm.nih.gov/articles/PMC10742594/
Como a alimentação pode interferir na eficácia de liraglutida?,False,True,False,"Refeições ricas em gorduras podem atrasar a absorção de sitagliptina, reduzindo seu efeito de pico.",False,True,False,https://diabetesjournals.org/care/article/47/Supplement_1/S111/153951/6-Glycemic-Goals-and-Hypoglycemia-Standards-of
Qual o intervalo entre doses de metformina?,False,True,False,O intervalo recomendado é de 24 horas entre as doses para manter níveis plasmáticos estáveis.,False,True,False,https://diretriz.diabetes.org.br/metas-no-tratamento-do-diabetes/
Posso tomar liraglutida em jejum ou devo sempre ingerir com alimentos?,False,True,False,É indicado tomar liraglutida logo após a refeição para diminuir os riscos de hipoglicemia e efeitos gastrointestinais.,False,True,False,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/6-Glycemic-Targets-Standards-of-Medical-Care-in
Qual a diferença entre glipizida e glimepirida no tratamento do diabetes tipo 2?,False,True,False,"glipizida tem ação prolongada; glimepirida é de curta duração, sendo usado conforme o padrão de glicemia do paciente.",False,True,False,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Em que situações é indicado associar sitagliptina com insulina?,False,True,False,A associação com insulina basal pode ser feita quando as metas de HbA1c não são atingidas com monoterapia.,False,True,False,https://diabetes.org/health-wellness/medication-treatments
Como identificar resistência ao insulina glargina?,False,True,False,Sinais de falta de resposta incluem valores persistentes de A1c acima de 7% após 3 meses de tratamento.,False,True,False,https://diretriz.diabetes.org.br/
Qual é o valor de glicemia de jejum recomendado para adultos?,False,False,True,"Metas de jejum de 80–130 mg/dL são recomendadas para a maioria dos adultos, segundo ADA.",False,False,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Quando devo medir a glicemia pós-prandial?,False,False,True,Recomenda-se medir 1–2 horas após o início da refeição para avaliar o pico glicêmico.,False,False,True,https://pmc.ncbi.nlm.nih.gov/articles/PMC10742594/
Qual a meta de HbA1c ideal em pacientes idosos saudáveis?,False,False,True,"Em idosos sem comorbidades, meta de HbA1c entre 7% e 7,5% é considerada segura.",False,False,True,https://diabetesjournals.org/care/article/47/Supplement_1/S111/153951/6-Glycemic-Goals-and-Hypoglycemia-Standards-of
Como interpretar glicemia capilar de 2 horas pós-refeição?,False,False,True,Valores até 180 mg/dL 2 horas após refeição são geralmente aceitos como adequados.,False,False,True,https://diretriz.diabetes.org.br/metas-no-tratamento-do-diabetes/
Quais são os riscos de manter glicemia de jejum acima de 130 mg/dL?,False,False,True,Glicemia >130 mg/dL em jejum aumenta risco cardiovascular e de nefropatia.,False,False,True,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/6-Glycemic-Targets-Standards-of-Medical-Care-in
O que é Time in Range (TIR) e qual valor é considerado adequado?,False,False,True,TIR refere-se à porcentagem de leituras entre 70–180 mg/dL; meta >70% para reduzir complicações.,False,False,True,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Como ajustar planos de refeição para reduzir picos glicêmicos?,False,False,True,Distribuir carboidratos em várias pequenas refeições pode atenuar picos pós-prandiais.,False,False,True,https://diabetes.org/health-wellness/medication-treatments
Quais práticas de exercício físico melhoram o controle glicêmico?,False,False,True,"Exercícios aeróbicos de 30 minutos, 5 vezes/semana, melhoram sensibilidade à insulina.",False,False,True,https://diretriz.diabetes.org.br/
Como a contagem de carboidratos auxilia no controle glicêmico?,False,False,True,Cada 15 g de carboidrato corresponde aproximadamente a 1 unidade de insulina rápida para ajuste.,False,False,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Qual a importância do monitoramento contínuo de glicose (CGM)?,False,False,True,"CGM permite detecção precoce de hipoglicemia e hiperglicemia, otimizando o tratamento.",False,False,True,https://pmc.ncbi.nlm.nih.gov/articles/PMC10742594/
Qual é o valor de glicemia de jejum recomendado para adultos?,False,False,True,"Metas de jejum de 80–130 mg/dL são recomendadas para a maioria dos adultos, segundo ADA.",False,False,True,https://diabetesjournals.org/care/article/47/Supplement_1/S111/153951/6-Glycemic-Goals-and-Hypoglycemia-Standards-of
Quando devo medir a glicemia pós-prandial?,False,False,True,Recomenda-se medir 1–2 horas após o início da refeição para avaliar o pico glicêmico.,False,False,True,https://diretriz.diabetes.org.br/metas-no-tratamento-do-diabetes/
Qual a meta de HbA1c ideal em pacientes idosos saudáveis?,False,False,True,"Em idosos sem comorbidades, meta de HbA1c entre 7% e 7,5% é considerada segura.",False,False,True,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/6-Glycemic-Targets-Standards-of-Medical-Care-in
Como interpretar glicemia capilar de 2 horas pós-refeição?,False,False,True,Valores até 180 mg/dL 2 horas após refeição são geralmente aceitos como adequados.,False,False,True,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Quais são os riscos de manter glicemia de jejum acima de 130 mg/dL?,False,False,True,Glicemia >130 mg/dL em jejum aumenta risco cardiovascular e de nefropatia.,False,False,True,https://diabetes.org/health-wellness/medication-treatments
O que é Time in Range (TIR) e qual valor é considerado adequado?,False,False,True,TIR refere-se à porcentagem de leituras entre 70–180 mg/dL; meta >70% para reduzir complicações.,False,False,True,https://diretriz.diabetes.org.br/
Como ajustar planos de refeição para reduzir picos glicêmicos?,False,False,True,Distribuir carboidratos em várias pequenas refeições pode atenuar picos pós-prandiais.,False,False,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Quais práticas de exercício físico melhoram o controle glicêmico?,False,False,True,"Exercícios aeróbicos de 30 minutos, 5 vezes/semana, melhoram sensibilidade à insulina.",False,False,True,https://pmc.ncbi.nlm.nih.gov/articles/PMC10742594/
Como a contagem de carboidratos auxilia no controle glicêmico?,False,False,True,Cada 15 g de carboidrato corresponde aproximadamente a 1 unidade de insulina rápida para ajuste.,False,False,True,https://diabetesjournals.org/care/article/47/Supplement_1/S111/153951/6-Glycemic-Goals-and-Hypoglycemia-Standards-of
Qual a importância do monitoramento contínuo de glicose (CGM)?,False,False,True,"CGM permite detecção precoce de hipoglicemia e hiperglicemia, otimizando o tratamento.",False,False,True,https://diretriz.diabetes.org.br/metas-no-tratamento-do-diabetes/
Qual é o valor de glicemia de jejum recomendado para adultos?,False,False,True,"Metas de jejum de 80–130 mg/dL são recomendadas para a maioria dos adultos, segundo ADA.",False,False,True,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/6-Glycemic-Targets-Standards-of-Medical-Care-in
Quando devo medir a glicemia pós-prandial?,False,False,True,Recomenda-se medir 1–2 horas após o início da refeição para avaliar o pico glicêmico.,False,False,True,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Qual a meta de HbA1c ideal em pacientes idosos saudáveis?,False,False,True,"Em idosos sem comorbidades, meta de HbA1c entre 7% e 7,5% é considerada segura.",False,False,True,https://diabetes.org/health-wellness/medication-treatments
Como interpretar glicemia capilar de 2 horas pós-refeição?,False,False,True,Valores até 180 mg/dL 2 horas após refeição são geralmente aceitos como adequados.,False,False,True,https://diretriz.diabetes.org.br/
Quais são os riscos de manter glicemia de jejum acima de 130 mg/dL?,False,False,True,Glicemia >130 mg/dL em jejum aumenta risco cardiovascular e de nefropatia.,False,False,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
O que é Time in Range (TIR) e qual valor é considerado adequado?,False,False,True,TIR refere-se à porcentagem de leituras entre 70–180 mg/dL; meta >70% para reduzir complicações.,False,False,True,https://pmc.ncbi.nlm.nih.gov/articles/PMC10742594/
Como ajustar planos de refeição para reduzir picos glicêmicos?,False,False,True,Distribuir carboidratos em várias pequenas refeições pode atenuar picos pós-prandiais.,False,False,True,https://diabetesjournals.org/care/article/47/Supplement_1/S111/153951/6-Glycemic-Goals-and-Hypoglycemia-Standards-of
Quais práticas de exercício físico melhoram o controle glicêmico?,False,False,True,"Exercícios aeróbicos de 30 minutos, 5 vezes/semana, melhoram sensibilidade à insulina.",False,False,True,https://diretriz.diabetes.org.br/metas-no-tratamento-do-diabetes/
Como a contagem de carboidratos auxilia no controle glicêmico?,False,False,True,Cada 15 g de carboidrato corresponde aproximadamente a 1 unidade de insulina rápida para ajuste.,False,False,True,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/6-Glycemic-Targets-Standards-of-Medical-Care-in
Qual a importância do monitoramento contínuo de glicose (CGM)?,False,False,True,"CGM permite detecção precoce de hipoglicemia e hiperglicemia, otimizando o tratamento.",False,False,True,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Qual é o valor de glicemia de jejum recomendado para adultos?,False,False,True,"Metas de jejum de 80–130 mg/dL são recomendadas para a maioria dos adultos, segundo ADA.",False,False,True,https://diabetes.org/health-wellness/medication-treatments
Quando devo medir a glicemia pós-prandial?,False,False,True,Recomenda-se medir 1–2 horas após o início da refeição para avaliar o pico glicêmico.,False,False,True,https://diretriz.diabetes.org.br/
Qual a meta de HbA1c ideal em pacientes idosos saudáveis?,False,False,True,"Em idosos sem comorbidades, meta de HbA1c entre 7% e 7,5% é considerada segura.",False,False,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Como interpretar glicemia capilar de 2 horas pós-refeição?,False,False,True,Valores até 180 mg/dL 2 horas após refeição são geralmente aceitos como adequados.,False,False,True,https://pmc.ncbi.nlm.nih.gov/articles/PMC10742594/
Quais são os riscos de manter glicemia de jejum acima de 130 mg/dL?,False,False,True,Glicemia >130 mg/dL em jejum aumenta risco cardiovascular e de nefropatia.,False,False,True,https://diabetesjournals.org/care/article/47/Supplement_1/S111/153951/6-Glycemic-Goals-and-Hypoglycemia-Standards-of
O que é Time in Range (TIR) e qual valor é considerado adequado?,False,False,True,TIR refere-se à porcentagem de leituras entre 70–180 mg/dL; meta >70% para reduzir complicações.,False,False,True,https://diretriz.diabetes.org.br/metas-no-tratamento-do-diabetes/
Como ajustar planos de refeição para reduzir picos glicêmicos?,False,False,True,Distribuir carboidratos em várias pequenas refeições pode atenuar picos pós-prandiais.,False,False,True,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/6-Glycemic-Targets-Standards-of-Medical-Care-in
Quais práticas de exercício físico melhoram o controle glicêmico?,False,False,True,"Exercícios aeróbicos de 30 minutos, 5 vezes/semana, melhoram sensibilidade à insulina.",False,False,True,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Como a contagem de carboidratos auxilia no controle glicêmico?,False,False,True,Cada 15 g de carboidrato corresponde aproximadamente a 1 unidade de insulina rápida para ajuste.,False,False,True,https://diabetes.org/health-wellness/medication-treatments
Qual a importância do monitoramento contínuo de glicose (CGM)?,False,False,True,"CGM permite detecção precoce de hipoglicemia e hiperglicemia, otimizando o tratamento.",False,False,True,https://diretriz.diabetes.org.br/
Qual é o valor de glicemia de jejum recomendado para adultos?,False,False,True,"Metas de jejum de 80–130 mg/dL são recomendadas para a maioria dos adultos, segundo ADA.",False,False,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Quando devo medir a glicemia pós-prandial?,False,False,True,Recomenda-se medir 1–2 horas após o início da refeição para avaliar o pico glicêmico.,False,False,True,https://pmc.ncbi.nlm.nih.gov/articles/PMC10742594/
Qual a meta de HbA1c ideal em pacientes idosos saudáveis?,False,False,True,"Em idosos sem comorbidades, meta de HbA1c entre 7% e 7,5% é considerada segura.",False,False,True,https://diabetesjournals.org/care/article/47/Supplement_1/S111/153951/6-Glycemic-Goals-and-Hypoglycemia-Standards-of
Como interpretar glicemia capilar de 2 horas pós-refeição?,False,False,True,Valores até 180 mg/dL 2 horas após refeição são geralmente aceitos como adequados.,False,False,True,https://diretriz.diabetes.org.br/metas-no-tratamento-do-diabetes/
Quais são os riscos de manter glicemia de jejum acima de 130 mg/dL?,False,False,True,Glicemia >130 mg/dL em jejum aumenta risco cardiovascular e de nefropatia.,False,False,True,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/6-Glycemic-Targets-Standards-of-Medical-Care-in
O que é Time in Range (TIR) e qual valor é considerado adequado?,False,False,True,TIR refere-se à porcentagem de leituras entre 70–180 mg/dL; meta >70% para reduzir complicações.,False,False,True,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Como ajustar planos de refeição para reduzir picos glicêmicos?,False,False,True,Distribuir carboidratos em várias pequenas refeições pode atenuar picos pós-prandiais.,False,False,True,https://diabetes.org/health-wellness/medication-treatments
Quais práticas de exercício físico melhoram o controle glicêmico?,False,False,True,"Exercícios aeróbicos de 30 minutos, 5 vezes/semana, melhoram sensibilidade à insulina.",False,False,True,https://diretriz.diabetes.org.br/
Como a contagem de carboidratos auxilia no controle glicêmico?,False,False,True,Cada 15 g de carboidrato corresponde aproximadamente a 1 unidade de insulina rápida para ajuste.,False,False,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Qual a importância do monitoramento contínuo de glicose (CGM)?,False,False,True,"CGM permite detecção precoce de hipoglicemia e hiperglicemia, otimizando o tratamento.",False,False,True,https://pmc.ncbi.nlm.nih.gov/articles/PMC10742594/
