pergunta,pergunta_alimentacao,pergunta_medicamento,pergunta_controle_glicemico,resposta,resposta_alimentacao,resposta_medicamento,resposta_controle_glicemico,fonte
Qual a dose inicial recomendada de metformina para pacientes com diabetes tipo 2?,False,True,False,"A dose inicial normalmente é de 500 mg duas vezes ao dia com as refeições, podendo aumentar conforme tolerância, conforme Mayo Clinic.",False,True,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Como calcular a quantidade de carboidratos em uma porção de banana e feijão?,True,False,False,"Pese a porção, consulte tabelas nutricionais para gramas de carboidrato e ajuste a dose de insulina adequadamente.",True,False,True,https://www.ncbi.nlm.nih.gov/books/NBK518983/
Quais vegetais de baixo índice glicêmico posso incluir no almoço?,True,False,False,"Opte por vegetais não amiláceos como brócolis e abobrinha, que têm baixo índice glicêmico segundo ADA.",True,False,True,https://diretriz.diabetes.org.br/
Posso usar adoçantes como sucralose no preparo de sobremesas?,True,False,False,"Adoçantes como estévia e sucralose são seguros e não elevam a glicemia quando usados com moderação, conforme Sociedade Brasileira de Diabetes.",True,False,True,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/
É recomendado monitorar níveis de glicose antes e após as refeições?,False,False,True,"Sim; meça em jejum e 1–2 horas após a refeição para avaliar o impacto nutricional, conforme diretrizes ADA.",False,False,True,https://diabetes.org/food-nutrition/understanding-carbs/carb-counting-and-diabetes
Que tipo de insulina devo aplicar antes das refeições?,False,True,False,"Use insulina de ação rápida, como lispro ou aspart, antes das refeições principais, ajustando conforme contagem de carboidratos.",False,True,True,https://diabetes.org/food-nutrition/eating-healthy
Como planejar um cardápio semanal para diabéticos?,True,False,False,"Use o Método Diabetes Plate distribuindo metade do prato em vegetais, um quarto em proteínas e um quarto em carboidratos.",True,False,True,https://diabetes.org/food-nutrition/food-and-diabetes
Como ajustar a dose de insulina em função do consumo de carboidratos?,False,True,True,"Ajuste conforme contagem de carboidratos: para cada 15 g de carboidrato, calcule a dose de insulina rápida.",False,True,True,https://en.wikipedia.org/wiki/Diet_in_diabetes
Quais riscos envolvem dietas muito restritivas em calorias?,True,False,False,Dietas muito restritivas podem causar deficiências nutricionais e hipoglicemia; consulte um nutricionista.,True,False,False,https://diabetes.org/food-nutrition/meal-planning
Posso consumir suco de frutas naturais?,True,False,False,"Suco natural diluído é aceitável em pequenas porções, mas a absorção rápida de carboidratos pode elevar a glicemia.",True,False,True,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Qual a diferença entre índice glicêmico e carga glicêmica dos alimentos?,True,False,False,Índice glicêmico e carga glicêmica indicam velocidade e quantidade de carboidratos absorvidos.,True,False,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Quais são os efeitos colaterais comuns de metformina?,False,True,False,"Efeitos colaterais incluem náusea e desconforto gastrointestinal, conforme informações do NCBI.",False,True,False,https://www.ncbi.nlm.nih.gov/books/NBK518983/
É possível praticar jejum intermitente com diabetes?,True,False,False,"Jejum intermitente requer acompanhamento médico, pois pode causar hipoglicemia.",True,False,True,https://diretriz.diabetes.org.br/
Como a ingestão de fibras influencia o controle glicêmico?,True,False,True,"Proteínas ajudam a manter a saciedade e não impactam diretamente a glicemia, promovendo controle glicêmico.",True,False,True,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/
Qual o papel das proteínas na dieta de quem tem diabetes?,True,False,False,"Sim, em dias de atividade física intensa, é necessário ajustar a dose, reduzindo insulina rápida.",False,True,True,https://diabetes.org/food-nutrition/understanding-carbs/carb-counting-and-diabetes
Devo ajustar a dose de insulina em dias de exercícios intensos?,False,True,True,Valores de A1c refletem a média da glicemia nos últimos 2–3 meses e ajudam a avaliar o controle.,False,False,True,https://diabetes.org/food-nutrition/eating-healthy
Como interpretar os valores de A1c no acompanhamento do diabetes?,False,False,True,"Bebidas como água, chá sem açúcar e água de coco natural em moderação auxiliam no controle.",True,False,True,https://diabetes.org/food-nutrition/food-and-diabetes
Que bebidas podem ajudar a controlar a glicemia?,True,False,True,Fibras solúveis retardam a absorção de glicose e auxiliam no controle glicêmico.,True,False,True,https://en.wikipedia.org/wiki/Diet_in_diabetes
Quais alimentos devo priorizar no lanche da tarde para manter a glicemia estável?,True,False,False,"Priorize chocolate amargo e iogurte natural, além de proteínas magras, seguindo o Método Diabetes Plate da ADA.",True,False,True,https://diabetes.org/food-nutrition/meal-planning
É seguro consumir feijão todos os dias sem risco de pico de glicose?,True,False,False,"Sim, se for sem açúcar adicionado e na porção recomendada, pois não eleva significativamente a glicemia, segundo Mayo Clinic.",True,False,True,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Qual a dose inicial recomendada de insulina para pacientes com diabetes tipo 2?,False,True,False,"A dose inicial normalmente é de 500 mg duas vezes ao dia com as refeições, podendo aumentar conforme tolerância, conforme Mayo Clinic.",False,True,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Como calcular a quantidade de carboidratos em uma porção de aveia e feijão?,True,False,False,"Pese a porção, consulte tabelas nutricionais para gramas de carboidrato e ajuste a dose de insulina adequadamente.",True,False,True,https://www.ncbi.nlm.nih.gov/books/NBK518983/
Quais vegetais de baixo índice glicêmico posso incluir no jantar?,True,False,False,"Opte por vegetais não amiláceos como brócolis e abobrinha, que têm baixo índice glicêmico segundo ADA.",True,False,True,https://diretriz.diabetes.org.br/
Posso usar adoçantes como sacarina no preparo de sobremesas?,True,False,False,"Adoçantes como estévia e sucralose são seguros e não elevam a glicemia quando usados com moderação, conforme Sociedade Brasileira de Diabetes.",True,False,True,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/
É recomendado monitorar níveis de glicose antes e após as refeições?,False,False,True,"Sim; meça em jejum e 1–2 horas após a refeição para avaliar o impacto nutricional, conforme diretrizes ADA.",False,False,True,https://diabetes.org/food-nutrition/understanding-carbs/carb-counting-and-diabetes
Que tipo de insulina devo aplicar antes das refeições?,False,True,False,"Use insulina de ação rápida, como lispro ou aspart, antes das refeições principais, ajustando conforme contagem de carboidratos.",False,True,True,https://diabetes.org/food-nutrition/eating-healthy
Como planejar um cardápio semanal para diabéticos?,True,False,False,"Use o Método Diabetes Plate distribuindo metade do prato em vegetais, um quarto em proteínas e um quarto em carboidratos.",True,False,True,https://diabetes.org/food-nutrition/food-and-diabetes
Como ajustar a dose de insulina em função do consumo de carboidratos?,False,True,True,"Ajuste conforme contagem de carboidratos: para cada 15 g de carboidrato, calcule a dose de insulina rápida.",False,True,True,https://en.wikipedia.org/wiki/Diet_in_diabetes
Quais riscos envolvem dietas muito restritivas em calorias?,True,False,False,Dietas muito restritivas podem causar deficiências nutricionais e hipoglicemia; consulte um nutricionista.,True,False,False,https://diabetes.org/food-nutrition/meal-planning
Posso consumir suco de frutas naturais?,True,False,False,"Suco natural diluído é aceitável em pequenas porções, mas a absorção rápida de carboidratos pode elevar a glicemia.",True,False,True,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Qual a diferença entre índice glicêmico e carga glicêmica dos alimentos?,True,False,False,Índice glicêmico e carga glicêmica indicam velocidade e quantidade de carboidratos absorvidos.,True,False,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Quais são os efeitos colaterais comuns de sitagliptina?,False,True,False,"Efeitos colaterais incluem náusea e desconforto gastrointestinal, conforme informações do NCBI.",False,True,False,https://www.ncbi.nlm.nih.gov/books/NBK518983/
É possível praticar jejum intermitente com diabetes?,True,False,False,"Jejum intermitente requer acompanhamento médico, pois pode causar hipoglicemia.",True,False,True,https://diretriz.diabetes.org.br/
Como a ingestão de fibras influencia o controle glicêmico?,True,False,True,"Proteínas ajudam a manter a saciedade e não impactam diretamente a glicemia, promovendo controle glicêmico.",True,False,True,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/
Qual o papel das proteínas na dieta de quem tem diabetes?,True,False,False,"Sim, em dias de atividade física intensa, é necessário ajustar a dose, reduzindo insulina rápida.",False,True,True,https://diabetes.org/food-nutrition/understanding-carbs/carb-counting-and-diabetes
Devo ajustar a dose de insulina em dias de exercícios intensos?,False,True,True,Valores de A1c refletem a média da glicemia nos últimos 2–3 meses e ajudam a avaliar o controle.,False,False,True,https://diabetes.org/food-nutrition/eating-healthy
Como interpretar os valores de A1c no acompanhamento do diabetes?,False,False,True,"Bebidas como água, chá sem açúcar e água de coco natural em moderação auxiliam no controle.",True,False,True,https://diabetes.org/food-nutrition/food-and-diabetes
Que bebidas podem ajudar a controlar a glicemia?,True,False,True,Fibras solúveis retardam a absorção de glicose e auxiliam no controle glicêmico.,True,False,True,https://en.wikipedia.org/wiki/Diet_in_diabetes
Quais alimentos devo priorizar no lanche da manhã para manter a glicemia estável?,True,False,False,"Priorize batata doce e maçã, além de proteínas magras, seguindo o Método Diabetes Plate da ADA.",True,False,True,https://diabetes.org/food-nutrition/meal-planning
É seguro consumir chocolate amargo todos os dias sem risco de pico de glicose?,True,False,False,"Sim, se for sem açúcar adicionado e na porção recomendada, pois não eleva significativamente a glicemia, segundo Mayo Clinic.",True,False,True,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Qual a dose inicial recomendada de lispro para pacientes com diabetes tipo 2?,False,True,False,"A dose inicial normalmente é de 500 mg duas vezes ao dia com as refeições, podendo aumentar conforme tolerância, conforme Mayo Clinic.",False,True,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Como calcular a quantidade de carboidratos em uma porção de iogurte natural e mamão?,True,False,False,"Pese a porção, consulte tabelas nutricionais para gramas de carboidrato e ajuste a dose de insulina adequadamente.",True,False,True,https://www.ncbi.nlm.nih.gov/books/NBK518983/
Quais vegetais de baixo índice glicêmico posso incluir no jantar?,True,False,False,"Opte por vegetais não amiláceos como brócolis e abobrinha, que têm baixo índice glicêmico segundo ADA.",True,False,True,https://diretriz.diabetes.org.br/
Posso usar adoçantes como sacarina no preparo de sobremesas?,True,False,False,"Adoçantes como estévia e sucralose são seguros e não elevam a glicemia quando usados com moderação, conforme Sociedade Brasileira de Diabetes.",True,False,True,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/
É recomendado monitorar níveis de glicose antes e após as refeições?,False,False,True,"Sim; meça em jejum e 1–2 horas após a refeição para avaliar o impacto nutricional, conforme diretrizes ADA.",False,False,True,https://diabetes.org/food-nutrition/understanding-carbs/carb-counting-and-diabetes
Que tipo de insulina devo aplicar antes das refeições?,False,True,False,"Use insulina de ação rápida, como lispro ou aspart, antes das refeições principais, ajustando conforme contagem de carboidratos.",False,True,True,https://diabetes.org/food-nutrition/eating-healthy
Como planejar um cardápio semanal para diabéticos?,True,False,False,"Use o Método Diabetes Plate distribuindo metade do prato em vegetais, um quarto em proteínas e um quarto em carboidratos.",True,False,True,https://diabetes.org/food-nutrition/food-and-diabetes
Como ajustar a dose de insulina em função do consumo de carboidratos?,False,True,True,"Ajuste conforme contagem de carboidratos: para cada 15 g de carboidrato, calcule a dose de insulina rápida.",False,True,True,https://en.wikipedia.org/wiki/Diet_in_diabetes
Quais riscos envolvem dietas muito restritivas em calorias?,True,False,False,Dietas muito restritivas podem causar deficiências nutricionais e hipoglicemia; consulte um nutricionista.,True,False,False,https://diabetes.org/food-nutrition/meal-planning
Posso consumir suco de frutas naturais?,True,False,False,"Suco natural diluído é aceitável em pequenas porções, mas a absorção rápida de carboidratos pode elevar a glicemia.",True,False,True,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Qual a diferença entre índice glicêmico e carga glicêmica dos alimentos?,True,False,False,Índice glicêmico e carga glicêmica indicam velocidade e quantidade de carboidratos absorvidos.,True,False,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Quais são os efeitos colaterais comuns de metformina?,False,True,False,"Efeitos colaterais incluem náusea e desconforto gastrointestinal, conforme informações do NCBI.",False,True,False,https://www.ncbi.nlm.nih.gov/books/NBK518983/
É possível praticar jejum intermitente com diabetes?,True,False,False,"Jejum intermitente requer acompanhamento médico, pois pode causar hipoglicemia.",True,False,True,https://diretriz.diabetes.org.br/
Como a ingestão de fibras influencia o controle glicêmico?,True,False,True,"Proteínas ajudam a manter a saciedade e não impactam diretamente a glicemia, promovendo controle glicêmico.",True,False,True,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/
Qual o papel das proteínas na dieta de quem tem diabetes?,True,False,False,"Sim, em dias de atividade física intensa, é necessário ajustar a dose, reduzindo insulina rápida.",False,True,True,https://diabetes.org/food-nutrition/understanding-carbs/carb-counting-and-diabetes
Devo ajustar a dose de insulina em dias de exercícios intensos?,False,True,True,Valores de A1c refletem a média da glicemia nos últimos 2–3 meses e ajudam a avaliar o controle.,False,False,True,https://diabetes.org/food-nutrition/eating-healthy
Como interpretar os valores de A1c no acompanhamento do diabetes?,False,False,True,"Bebidas como água, chá sem açúcar e água de coco natural em moderação auxiliam no controle.",True,False,True,https://diabetes.org/food-nutrition/food-and-diabetes
Que bebidas podem ajudar a controlar a glicemia?,True,False,True,Fibras solúveis retardam a absorção de glicose e auxiliam no controle glicêmico.,True,False,True,https://en.wikipedia.org/wiki/Diet_in_diabetes
Quais alimentos devo priorizar no lanche da manhã para manter a glicemia estável?,True,False,False,"Priorize feijão e maçã, além de proteínas magras, seguindo o Método Diabetes Plate da ADA.",True,False,True,https://diabetes.org/food-nutrition/meal-planning
É seguro consumir aveia todos os dias sem risco de pico de glicose?,True,False,False,"Sim, se for sem açúcar adicionado e na porção recomendada, pois não eleva significativamente a glicemia, segundo Mayo Clinic.",True,False,True,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Qual a dose inicial recomendada de metformina para pacientes com diabetes tipo 2?,False,True,False,"A dose inicial normalmente é de 500 mg duas vezes ao dia com as refeições, podendo aumentar conforme tolerância, conforme Mayo Clinic.",False,True,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Como calcular a quantidade de carboidratos em uma porção de arroz integral e iogurte natural?,True,False,False,"Pese a porção, consulte tabelas nutricionais para gramas de carboidrato e ajuste a dose de insulina adequadamente.",True,False,True,https://www.ncbi.nlm.nih.gov/books/NBK518983/
Quais vegetais de baixo índice glicêmico posso incluir no jantar?,True,False,False,"Opte por vegetais não amiláceos como brócolis e abobrinha, que têm baixo índice glicêmico segundo ADA.",True,False,True,https://diretriz.diabetes.org.br/
Posso usar adoçantes como estévia no preparo de sobremesas?,True,False,False,"Adoçantes como estévia e sucralose são seguros e não elevam a glicemia quando usados com moderação, conforme Sociedade Brasileira de Diabetes.",True,False,True,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/
É recomendado monitorar níveis de glicose antes e após as refeições?,False,False,True,"Sim; meça em jejum e 1–2 horas após a refeição para avaliar o impacto nutricional, conforme diretrizes ADA.",False,False,True,https://diabetes.org/food-nutrition/understanding-carbs/carb-counting-and-diabetes
Que tipo de insulina devo aplicar antes das refeições?,False,True,False,"Use insulina de ação rápida, como lispro ou aspart, antes das refeições principais, ajustando conforme contagem de carboidratos.",False,True,True,https://diabetes.org/food-nutrition/eating-healthy
Como planejar um cardápio semanal para diabéticos?,True,False,False,"Use o Método Diabetes Plate distribuindo metade do prato em vegetais, um quarto em proteínas e um quarto em carboidratos.",True,False,True,https://diabetes.org/food-nutrition/food-and-diabetes
Como ajustar a dose de insulina em função do consumo de carboidratos?,False,True,True,"Ajuste conforme contagem de carboidratos: para cada 15 g de carboidrato, calcule a dose de insulina rápida.",False,True,True,https://en.wikipedia.org/wiki/Diet_in_diabetes
Quais riscos envolvem dietas muito restritivas em calorias?,True,False,False,Dietas muito restritivas podem causar deficiências nutricionais e hipoglicemia; consulte um nutricionista.,True,False,False,https://diabetes.org/food-nutrition/meal-planning
Posso consumir suco de frutas naturais?,True,False,False,"Suco natural diluído é aceitável em pequenas porções, mas a absorção rápida de carboidratos pode elevar a glicemia.",True,False,True,https://www.mayoclinic.org/drugs-supplements/metformin-oral-route/description/drg-20067074
Qual a diferença entre índice glicêmico e carga glicêmica dos alimentos?,True,False,False,Índice glicêmico e carga glicêmica indicam velocidade e quantidade de carboidratos absorvidos.,True,False,True,https://www.who.int/news-room/fact-sheets/detail/diabetes
Quais são os efeitos colaterais comuns de lispro?,False,True,False,"Efeitos colaterais incluem náusea e desconforto gastrointestinal, conforme informações do NCBI.",False,True,False,https://www.ncbi.nlm.nih.gov/books/NBK518983/
É possível praticar jejum intermitente com diabetes?,True,False,False,"Jejum intermitente requer acompanhamento médico, pois pode causar hipoglicemia.",True,False,True,https://diretriz.diabetes.org.br/
Como a ingestão de fibras influencia o controle glicêmico?,True,False,True,"Proteínas ajudam a manter a saciedade e não impactam diretamente a glicemia, promovendo controle glicêmico.",True,False,True,https://diabetesjournals.org/care/article/45/Supplement_1/S83/138927/
Qual o papel das proteínas na dieta de quem tem diabetes?,True,False,False,"Sim, em dias de atividade física intensa, é necessário ajustar a dose, reduzindo insulina rápida.",False,True,True,https://diabetes.org/food-nutrition/understanding-carbs/carb-counting-and-diabetes
Devo ajustar a dose de insulina em dias de exercícios intensos?,False,True,True,Valores de A1c refletem a média da glicemia nos últimos 2–3 meses e ajudam a avaliar o controle.,False,False,True,https://diabetes.org/food-nutrition/eating-healthy
Como interpretar os valores de A1c no acompanhamento do diabetes?,False,False,True,"Bebidas como água, chá sem açúcar e água de coco natural em moderação auxiliam no controle.",True,False,True,https://diabetes.org/food-nutrition/food-and-diabetes
Que bebidas podem ajudar a controlar a glicemia?,True,False,True,Fibras solúveis retardam a absorção de glicose e auxiliam no controle glicêmico.,True,False,True,https://en.wikipedia.org/wiki/Diet_in_diabetes
